NPS driver,count
"Anders, namelijk:",0.2033898305084746
Prijs,0.2033898305084746
Afrekenen,0.1864406779661017
Assortiment,0.13559322033898305
Uitstraling,0.13559322033898305
Klantvriendelijkheid,0.05084745762711865
Deskundigheid,0.03389830508474576
Koopgemak,0.03389830508474576
Weekactie,0.01694915254237288
